gene_id	gene_name	CBA_001	CBA_002	CBA_003	CBA_004	CBA_005	CBA_006	CBA_007	CBA_008	CBA_009	CBA_010
NTSR1	NTSR1	2	0	1	3	4	2	2	5	0	0
NTSR2	NTSR2	1	0	2	1	0	0	2	0	0	1
NUAK1	NUAK1	5	6	12	6	17	11	34	15	11	20
NUAK2	NUAK2	57	46	50	57	68	46	60	21	21	63
NUB1	NUB1	1310.999	1145	942.001	590.001	733	823	1028	713.999	82	61
NUBP1	NUBP1	374	344.001	476	579	437	437.001	531.001	347	40	25
NUBP2	NUBP2	169	105.001	204	288	139.999	201	196	168	15	53
NUBPL	NUBPL	83	77	109	155	145	89	132	61	40	21
NUCB1	NUCB1	100	70	99	127	56	105	97	65	7	50
NUCB2	NUCB2	7719	5440	7811.999	8165.001	10165	6198	9419.001	9144.999	1645	910
NUCKS1	NUCKS1	1240.991	898.991	1403.989	1647.942	1455.989	1170.991	1521.903	1354	1378	2251.921
NUDC	NUDC	1847	1651	2150	2053	1812	2113	2386	1248	134	265
NUDCD1	NUDCD1	2030	1467	1589	1106	1355	1332	1953	773	175	182
NUDCD2	NUDCD2	1154	989	1365	1479	1604	1080	1568	1004	319	527
NUDCD3	NUDCD3	185	107	220	225	153	203	194	119	36	53
NUDT1	NUDT1	360	363	449	603	496	350	550	352	107	245
NUDT10	NUDT10	0	0	0	0	0	0	0	0	0	0
NUDT11	NUDT11	1	0	4	0	0	0	1	0	1	0
NUDT12	NUDT12	263	142	214	309	308	152	259	221	53	70
NUDT13	NUDT13	1	4	1	0	0	0	0	2	0	0
NUDT14	NUDT14	188	200	256	278	231	213	239	254	19	43
NUDT15	NUDT15	964	836	1238	1511	1037	1008	1211	886	178	132
NUDT16	NUDT16	124	148	164	142	149	124	183	112	35	57
NUDT16L1	NUDT16L1	100	75	145	207	112	142	189	143	18	25
NUDT16P1	NUDT16P1	0	0	0	0	0	0	0	1	0	1
NUDT17	NUDT17	19	9	18	32	18	9	20	17	5	31
NUDT18	NUDT18	6	19	25	31	16	28	28	16	4	10
NUDT19	NUDT19	150	129	141	161	198	163	174	140	44	70
NUDT2	NUDT2	283	228	253	293	281	271	305	173	37	82
NUDT21	NUDT21	869	741	985	1072	1141	831	1108	807	454	515
NUDT22	NUDT22	133.999	118	231	272	205	249	247	142	10	30
NUDT3	NUDT3	475.177	418.12	648	583	601	454.738	596.128	354.935	9.935	94
NUDT4	NUDT4	300.737	211.759	451.383	468.601	338.52	308.886	418.655	249.903	84.966	166.232
NUDT4P1	NUDT4P1	40.262	19.241	40.617	23.399	0	44.114	39.346	16.097	14.034	32.768
NUDT4P2	NUDT4P2	0	0	0	0	26.48	0	0	0	0	0
NUDT5	NUDT5	1935	1483	1927	2073	2756	1695	2513	1715	589	377
NUDT6	NUDT6	92	99	149	188	136	125	135	125	49	33
NUDT7	NUDT7	194.999	134	201	235	235	144	176	210.999	20	12
NUDT8	NUDT8	43	40	55	71	60	47	63	36	2	4
NUDT9	NUDT9	226	283	314	332	284	290	270	231	70	48
NUDT9P1	NUDT9P1	2	0	1	0	0	3	4	2	0	2
NUF2	NUF2	1308	922	1611	2179	1298	1215	1395	1310	623	524
NUFIP1	NUFIP1	447	440	438	411	470	395	515	346	75	82
NUFIP2	NUFIP2	494	446	596	425	557	384	663	493	198	329
NUGGC	NUGGC	0	0	0	0	0	0	0	0	0	0
NUMA1	NUMA1	52	56	83	129	86	59	76	100	27	57
NUMB	NUMB	286	191.999	280.001	252.001	188	194.001	279	184	75	75
NUMBL	NUMBL	37	16	19	24	40	29	30	30	9	26.573
NUP107	NUP107	1000	570	1029	1150	833	754	1117	749	218	172
NUP133	NUP133	237	157	266	288	268	176	263	258	148	172
NUP153	NUP153	304.001	202	311	261	291	202	318	266	156	259
NUP155	NUP155	249	199	247	263	218	193	275	175	97	72
NUP160	NUP160	461	286	412	292	352	268	414	302	112	162
NUP188	NUP188	111	96	127	136	106	132	182	105	28	50
NUP205	NUP205	325	195	358	388	258	243	331	258	153	185
NUP210	NUP210	2	0	0	0	0	0	0	0	0	0
NUP210L	NUP210L	0	0	2	0	1	0	0	0	0	0
NUP210P1	NUP210P1	0	0	0	0	0	0	0	0	0	0
NUP214	NUP214	171	110	244	223	179	158	215	185	43	78
NUP35	NUP35	597.001	428	541	622	668	447	648	530	153	113
NUP37	NUP37	1336	953	1190	1392	1792	918	1521	1333	469	232
NUP43	NUP43	226	185.001	244.999	251.001	211	214.001	259	204	45	68.999
NUP50	NUP50	596	392	632.001	599	591	504	652	455	324	376
NUP54	NUP54	1101	988.999	1083	1063	1232.001	905	1288.999	849.999	263	194
NUP62	NUP62	196	153	216	242.001	143	207	179.999	123	52	97
NUP62CL	NUP62CL	0	1	0	0	0	0	0	0	1	0
NUP85	NUP85	304	194.001	396	446	220	321	399.001	216	55	105
NUP88	NUP88	315	212	359	338	214	293	292	169	70	68
NUP93	NUP93	361	193	386	418	212	382	345	168	36	50
NUP98	NUP98	227	190	239	207.001	198	213.001	257	145	75	77
NUPL1	NUPL1	755	567	751	587	791	629	794	489	342	408
NUPL2	NUPL2	1224	954	1206	1277	1303	1169	1306.001	1001	246	133
NUPR1	NUPR1	569	678	423	279	349	308	380	610	26	46
NUPR1L	NUPR1L	0	0	0	2	0	0	0	0	0	0
NUS1	NUS1	451	411	500	454	807	454	583	417	305	404
NUSAP1	NUSAP1	2816.999	1762.001	3338	5559.999	2426	2235	3154	3517.999	846	505.001
NUTF2	NUTF2	576	498	702	791	705	807	1025	488	110	107
NUTM1	NUTM1	0	1	0	0	0	0	0	0	0	1
NUTM2A	NUTM2A	2.311	0	3.458	0	2.316	1	3	3	3	1
NUTM2A-AS1	NUTM2A-AS1	77.719	73.565	92.969	100.835	131.788	85.841	113	51	26	18.887
NUTM2B	NUTM2B	2.247	2	0	0	0	0	0	0	0	0
NUTM2D	NUTM2D	2	0	0	1	0	0	0	4	1	0
NUTM2F	NUTM2F	0	1	0	0	0	0	0	0	0	0
NUTM2G	NUTM2G	1	1	1	0	3	0	0	1	0	0
NVL	NVL	461	378	538	495.001	472	418.998	527	338.999	54	52
NWD1	NWD1	0	0	1	3	0	0	0	0	0	0
NXF1	NXF1	603	589	644.999	646.001	495	615.999	1011	471.999	46	65
NXF2	NXF2	0	0	0	0	0	0	0	0	0	0
NXF2B	NXF2B	0	0	0	0	0	0	0	0	0	0
NXF3	NXF3	0	0	0	0	0	0	0	0	0	0
NXF4	NXF4	0	1	0	0	0	0	0	0	0	0
NXF5	NXF5	0	1	0	0	0	0	0	0	0	0
NXN	NXN	8	2	29	19	9	8	36	13	7	8
NXNL1	NXNL1	0	0	0	0	0	0	0	0	0	0
NXNL2	NXNL2	1	1	0	0	2	1	0	3	1	2
NXPE1	NXPE1	1	0	0	0	0	0	0	0	0	0
NXPE2	NXPE2	0	0	0	0	0	0	0	0	0	0
NXPE3	NXPE3	169	154	218	223	202	170	280	165	95	128
NXPE4	NXPE4	0	0	0	0	0	0	0	0	0	0
NXPH1	NXPH1	0	0	0	3	0	0	2	0	0	0
NXPH2	NXPH2	0	0	2	2	7	1	3	4	7	13
NXPH3	NXPH3	0	0	0	2	1	0	0	1	0	0
NXPH4	NXPH4	0	0	5	0	0	0	2	1	0	1
NXT1	NXT1	1369	1302	1559	1588	1854	1539	1590	1050	159	187
NXT2	NXT2	678	615	513	585	650	401	703	629	198	78
NYAP1	NYAP1	2	2	0	0	1	0	0	0	0	0
NYAP2	NYAP2	0	0	0	0	0	0	0	0	1	0
NYNRIN	NYNRIN	0	0	0	0	0	0	1	1	0	1
NYX	NYX	0	0	0	0	0	0	0	0	0	0
OACYLP	OACYLP	0	0	0	0	0	0	0	0	0	0
OAF	OAF	47	45	41	29	24	40	22	10	4	19
OARD1	OARD1	604	478	611	625	794	508	640	558	153	110
OAS1	OAS1	2864	1822	1631.001	165	228	1173	642.999	940	0	2
OAS2	OAS2	1164	723.001	709	87	71	406.001	296	475	1	0
OAS3	OAS3	933	677	731	108	115	485	357	353	9	37
OASL	OASL	963	710	635	141	112	559	597	267	0	0
OAT	OAT	4198	3452	3862.999	4571	5753	3522	6143	4080	706	445
OAZ1	OAZ1	8866	8484	9737	10691.98	11572	9507	11929	7266	1005	1767
OAZ2	OAZ2	260	310	347	412.02	294	324	387	178	33	39
OAZ3	OAZ3	40	41	55	65	59	29	51	38	6	6
OBFC1	OBFC1	341	226.999	392	508	415	279	312	276	43	22
OBP2A	OBP2A	0	0	0	0	0	0	0	0	0	0
OBP2B	OBP2B	0	0	0	0	0	0	0	0	0	0
OBSCN	OBSCN	0	3	2	2	0	1	2	3	1	0
OBSL1	OBSL1	28.001	36	50	103	61	57	66	37.999	13	27
OC90	OC90	0	0	0	0	0	0	0	0	0	0
OCA2	OCA2	0	0	0	0	0	1	0	0	0	0
OCEL1	OCEL1	53	27	84	91	52	55	54	54	5	7
OCIAD1	OCIAD1	2247.999	1918.999	2326	2337	2344.001	1982.999	2380	1952.999	444.001	375
OCIAD2	OCIAD2	5590	3713	4824.999	5832	6708.999	3925	5894	4484	1256	357
OCLM	OCLM	1	2	2	2	0	0	0	1	1	0
OCLN	OCLN	27	26	9	13	16	16	9	5	1	10
OCM	OCM	0	0	0	1	0	0	0	3	0	0
OCM2	OCM2	1	0	0	0	0	0	0	0	0	0
OCRL	OCRL	77	69	79	97	76	80	97	88	46	72
OCSTAMP	OCSTAMP	0	0	0	0	0	0	0	0	0	0
ODAM	ODAM	0	0	0	0	0	0	0	0	0	0
ODC1	ODC1	2365	2146	2496	2674	3055	2718	3237	1407	486	572
ODF1	ODF1	0	0	0	0	0	0	0	0	0	0
ODF2	ODF2	174.999	91	193	252	171	164	229	139	70	160
ODF2L	ODF2L	575.999	437.001	538	538	637.001	420.999	647	540	170	174
ODF3	ODF3	0	0	0	0	0	0	0	0	0	0
ODF3B	ODF3B	12	10	10	2	0	3	3	17	0	0
ODF3L1	ODF3L1	1	0	1	0	0	0	4	1	0	0
ODF3L2	ODF3L2	0	0	0	0	0	0	0	0	0	0
ODF4	ODF4	0	0	0	0	0	0	0	0	0	0
OFCC1	OFCC1	1	0	0	0	0	0	0	0	0	0
OFD1	OFD1	425.999	348	578	582	376.999	399.999	477	381.001	53	81
OGDH	OGDH	93	86.001	112	91	100	62	116	76	9	78
OGDHL	OGDHL	0	0	0	0	1	0	1	2	0	0
OGFOD1	OGFOD1	589	495	598	561	558	529	826	424	113	105
OGFOD2	OGFOD2	13	14	22	20	9	11	7	9	3	3
OGFOD3	OGFOD3	109.999	115	172	183	121.001	133.999	114	136	5	21
OGFR	OGFR	53	58	56	35	14	58	60	36	3	12
OGFR-AS1	OGFR-AS1	3	0	3	1	1	3	2	2	0	2
OGFRL1	OGFRL1	380	392	528	455	589	408	457	288	334	665
OGG1	OGG1	93	69	142	156	92	123	138	74	12	39
OGN	OGN	1	0	11	6	5	1	4	12	1	1
OGT	OGT	557	532.001	626	633	615.999	465	709	635	183	327
OIP5	OIP5	213	226	283	424	214	277	279	238	64	118
OIP5-AS1	OIP5-AS1	422	349	519	603	640	392	591	476	161	169
OIT3	OIT3	0	1	0	0	1	0	0	0	0	0
OLA1	OLA1	1555	1244	1714	1813	2129	1366	2197	1157	448	412
OLAH	OLAH	1	0	0	0	0	0	0	0	0	0
OLFM1	OLFM1	2	3	7	2	5	0	1	5	0	18
OLFM2	OLFM2	0	4	6	4	1	5	12	7	0	1
OLFM3	OLFM3	2	0	0	0	1	0	0	0	0	1
OLFM4	OLFM4	0	0	0	0	0	0	0	0	0	0
OLFML1	OLFML1	1	0	1	0	0	0	0	0	0	0
OLFML2A	OLFML2A	171	155	294	351	222	180	190	194	16	17
OLFML2B	OLFML2B	9	1	14	35	8	11	11	15	1	5
OLFML3	OLFML3	5	15	11	13	2	16	4	5	1	9
OLIG1	OLIG1	3	0	0	0	0	0	0	0	0	0
OLIG2	OLIG2	0	0	0	0	0	0	0	0	0	0
OLIG3	OLIG3	0	1	0	0	0	0	0	0	0	0
OLR1	OLR1	0	0	0	0	0	0	0	0	0	0
OMA1	OMA1	504	384	540	635	698	404	690	586	186	102
OMD	OMD	6	10	10	7	13	1	8	16	1	7
OMG	OMG	0	0	0	0	0	0	0	0	0	0
OMP	OMP	0	0	0	0	0	0	0	0	0	0
ONECUT1	ONECUT1	2	0	0	0	0	1	0	0	0	0
ONECUT2	ONECUT2	0	3	0	0	2	1	0	0	0	0
ONECUT3	ONECUT3	0	0	0	0	0	0	0	0	0	0
OOEP	OOEP	0	0	0	0	0	0	0	0	0	0
OOSP1	OOSP1	0	0	0	0	0	1	0	0	0	0
OOSP2	OOSP2	0	0	0	0	0	0	0	0	0	0
OPA1	OPA1	653	460.999	621.001	597	743	582.001	798	597.999	374	268
OPA1-AS1	OPA1-AS1	0	0	0	0	0	0	0	1	0	0
OPA3	OPA3	55	44	67	47.999	45.999	48	53	39	9	29
OPALIN	OPALIN	0	0	1	0	0	0	0	0	0	1
OPCML	OPCML	1	0	0	0	0	0	1.003	0	0	0
OPHN1	OPHN1	42	34	40	76	39	36	97	92	11	9
OPLAH	OPLAH	0	0	4	0	0	0	0	0	0	0
OPN1LW	OPN1LW	0	0	0	0	0	0	0	0	0	0
OPN1MW	OPN1MW	0	0	0	0	0	0	0	0	0	0
OPN1MW2	OPN1MW2	0	0	0	0	0	0	0	0	0	0
OPN1SW	OPN1SW	0	2	3	1	6	2	4	1	2	0
OPN3	OPN3	179	145	162	142	106	157	114	76	29	38
OPN4	OPN4	0	0	0	0	0	0	0	0	0	0
OPN5	OPN5	1	2	0	1	1	1	0	1	0	0
OPRD1	OPRD1	0	0	1	0	0	0	0	0	0	0
OPRK1	OPRK1	4	0	0	0	0	0	0	2	0	0
OPRL1	OPRL1	0	0	6	6	2	1	1	1	0	2
OPRM1	OPRM1	6	4	1	3	2	0	1	1	0	0
OPTC	OPTC	0	0	0	0	0	0	0	0	0	0
OPTN	OPTN	1296	961.999	1025	577	635.999	904.001	1069.001	506	156	228
OR10A2	OR10A2	2	0	0	0	0	0	0	0	0	0
OR10A3	OR10A3	0	0	0	0	0	0	0	0	0	0
OR10A4	OR10A4	0	0	0	0	0	0	0	0	0	0
OR10A5	OR10A5	0	0	0	0	2	0	0	0	0	0
OR10A6	OR10A6	0	0	0	0	0	0	0	0	1	0
OR10A7	OR10A7	0	0	0	0	0	0	0	0	0	0
OR10AD1	OR10AD1	0	0	0	0	0	0	0	1	0	0
OR10AG1	OR10AG1	0	0	0	0	0	0	0	0	0	0
OR10C1	OR10C1	0	0	0	0	0	0	0	0	0	0
OR10G4	OR10G4	0	0	0	0	0	0	0	0	0	0
OR10G7	OR10G7	0	0	0	0	0	0	0	0	0	0
OR10G8	OR10G8	0	0	0	0	0	0	0	0	0	0
OR10G9	OR10G9	0	0	0	0	0	0	0	1	0	0
OR10H1	OR10H1	0	0	0	0	0	0	0	0	0	0
OR10H2	OR10H2	0	0	0	0	0	0	0	0	0	0
OR10H3	OR10H3	0	0	0	0	0	0	0	0	0	0
OR10H4	OR10H4	2	0	0	0	0	0	0	0	0	0
OR10H5	OR10H5	0	0	0	0	0	0	0	0	0	0
OR10J1	OR10J1	0	0	0	0	0	0	0	0	0	0
OR10J3	OR10J3	0	0	0	0	0	0	0	0	0	0
OR10J5	OR10J5	0	0	0	0	0	0	0	0	0	0
OR10K1	OR10K1	1	0	0	0	0	0	0	0	0	0
OR10K2	OR10K2	0	0	0	0	0	0	0	0	0	0
OR10P1	OR10P1	0	0	0	0	0	0	0	0	0	0
OR10Q1	OR10Q1	0	0	0	0	0	0	0	0	0	0
OR10R2	OR10R2	0	0	0	0	0	0	0	0	0	0
OR10S1	OR10S1	0	0	0	0	0	0	0	0	0	0
OR10T2	OR10T2	0	0	0	0	0	0	0	0	0	0
OR10V1	OR10V1	0	0	0	0	0	0	0	0	0	0
OR10V2P	OR10V2P	1	0	0	0	0	0	0	0	0	0
OR10W1	OR10W1	0	2	0	0	0	0	0	0	0	0
OR10X1	OR10X1	0	0	0	1	0	0	0	0	0	0
OR10Z1	OR10Z1	0	0	0	0	0	0	0	0	0	0
OR11A1	OR11A1	0	0	0	0	0	0	0	0	0	0
OR11G2	OR11G2	1	0	0	0	0	0	0	0	0	0
OR11H1	OR11H1	1	0	0	0	0	0	0	0	0	0
OR11H12	OR11H12	0	0	0	0	0	0	0	0	0	0
OR11H2	OR11H2	0	1	0	0	0	0	0	0	0	0
OR11H4	OR11H4	0	0	0	0	0	0	0	0	0	0
OR11H6	OR11H6	0	0	0	0	0	0	0	0	0	0
OR11L1	OR11L1	0	0	0	0	0	0	0	0	0	0
OR12D2	OR12D2	0	0	0	0	0	0	0	0	0	0
OR12D3	OR12D3	1	0	0	0	0	0	0	0	0	0
OR13A1	OR13A1	0	0	1	0	0	0	0	0	0	0
OR13C2	OR13C2	0	0	0	0	0	0	0	0	0	0
OR13C3	OR13C3	0	0	0	0	0	0	0	0	0	0
OR13C4	OR13C4	0	0	0	0	0	0	0	0	0	0
OR13C5	OR13C5	0	1	0	0	0	0	0	0	0	0
OR13C8	OR13C8	0	0	0	0	0	0	0	0	1	0
OR13C9	OR13C9	0	0	0	0	0	0	0	0	0	0
OR13D1	OR13D1	0	0	0	0	0	0	0	0	0	0
OR13F1	OR13F1	0	0	0	0	0	0	0	0	0	0
OR13G1	OR13G1	0	0	0	0	0	0	0	0	0	0
OR13H1	OR13H1	0	0	0	0	0	1	0	0	0	0
OR13J1	OR13J1	0	0	0	0	0	0	0	0	0	0
OR14A16	OR14A16	0	0	0	0	0	0	0	1	0	0
OR14C36	OR14C36	0	0	0	0	0	0	0	0	0	0
OR14I1	OR14I1	0	0	0	0	0	0	0	0	0	0
OR14J1	OR14J1	0	0	0	0	0	0	0	0	0	0
OR1A1	OR1A1	0	0	0	0	0	0	0	0	0	0
OR1A2	OR1A2	0	0	0	0	0	0	0	0	0	0
OR1B1	OR1B1	0	0	0	0	0	0	0	0	0	0
OR1C1	OR1C1	0	0	0	0	0	0	0	0	0	0
OR1D2	OR1D2	0	0	0	0	0	0	0	0	0	0
OR1D4	OR1D4	0	0	0	0	0	0	0	0	0	0
OR1D5	OR1D5	0	0	0	0	0	0	0	0	0	0
OR1E1	OR1E1	0	0	0	0	0	0	0	0	0	0
OR1E2	OR1E2	0	0	0	0	0	0	0	0	0	0
OR1F1	OR1F1	0	0	0	0	0	0	0	0	0	0
OR1F2P	OR1F2P	1	0	0	0	0	0	0	0	0	0
OR1G1	OR1G1	0	0	0	2	0	0	0	1	0	0
OR1I1	OR1I1	0	0	0	0	0	0	0	1	0	0
OR1J1	OR1J1	0	0	0	0	0	0	0	0	0	0
OR1J2	OR1J2	0	0	0	0	0	0	0	0	1	0
OR1J4	OR1J4	0	0	0	0	0	0	0	0	0	0
OR1K1	OR1K1	0	0	0	0	0	0	0	0	0	0
OR1L1	OR1L1	0	0	1	1	0	0	0	0	0	0
OR1L3	OR1L3	0	0	0	1	0	0	0	0	0	0
OR1L4	OR1L4	1	0	0	0	0	0	0	0	0	0
OR1L6	OR1L6	0	0	0	0	0	0	0	0	0	0
OR1L8	OR1L8	0	0	0	0	0	0	0	0	0	0
OR1M1	OR1M1	0	0	0	0	0	0	0	0	0	0
OR1N1	OR1N1	0	0	0	0	0	0	0	0	0	0
OR1N2	OR1N2	0	1	1	0	0	0	0	0	0	0
OR1Q1	OR1Q1	1	0	0	0	0	0	0	0	0	0
OR1S1	OR1S1	0	0	0	0	0	0	0	0	0	0
OR1S2	OR1S2	0	0	0	0	0	0	0	0	0	0
OR2A1	OR2A1	0	2	0	0	0	1	0	0	0	0
OR2A1-AS1	OR2A1-AS1	0	8	3	3	3	1	1	2	0	1
OR2A12	OR2A12	0	0	0	0	0	0	0	0	0	0
OR2A14	OR2A14	0	0	0	0	0	0	0	0	0	0
OR2A2	OR2A2	0	0	0	1	0	0	0	0	0	0
OR2A20P	OR2A20P	0	1	0	0	1	0	0	1	0	0
OR2A25	OR2A25	0	0	0	0	0	0	0	0	0	0
OR2A4	OR2A4	0	0	0	0	0	0	0	0.5	0	0
OR2A42	OR2A42	0	0	0	0	0	0	0	2	0	0
OR2A5	OR2A5	0	0	0	0	0	0	0	0	0	0
OR2A7	OR2A7	0	0	0	1	0	0	0	0.5	0	0
OR2A9P	OR2A9P	0	0	5	2	1	0	0	0	0	0
OR2AE1	OR2AE1	0	1	0	0	0	0	0	0	0	0
OR2AG1	OR2AG1	0	0	0	0	0	0	0	0	0	0
OR2AG2	OR2AG2	0	0	0	0	0	0	0	0	0	0
OR2AK2	OR2AK2	0	0	0	0	0	0	0	0	0	0
OR2AP1	OR2AP1	0	0	0	0	0	0	0	0	0	0
OR2AT4	OR2AT4	1	0	0	0	0	0	0	0	0	0
OR2B11	OR2B11	0	0	0	0	0	0	0	0	0	0
OR2B2	OR2B2	0	0	0	0	0	0	0	1	0	0
OR2B3	OR2B3	0	0	0	0	0	0	0	0	0	0
OR2B6	OR2B6	1	0	0	1	4	0	0	3	1	0
OR2C1	OR2C1	0	0	3	0	0	0	0	0	0	0
OR2C3	OR2C3	0	0	0	0	1	0	0	1	0	0
OR2D2	OR2D2	0	0	0	0	0	0	0	0	0	0
OR2D3	OR2D3	0	0	0	0	1	0	0	0	0	0
OR2F1	OR2F1	0	0	0	1	0	0	0	0	0	0
OR2F2	OR2F2	0	0	0	0	0	0	0	0	0	0
OR2G2	OR2G2	0	0	0	0	1	0	0	0	0	0
OR2G3	OR2G3	1	0	0	0	0	0	0	0	0	0
OR2G6	OR2G6	0	0	0	0	0	0	0	0	0	0
OR2H1	OR2H1	4	0	2	2	2	0	0	0	0	1
OR2H2	OR2H2	0	0	0	0	0	0	0	0	0	0
OR2J2	OR2J2	0	0	0	0	0	0	0	0	0	0
OR2J3	OR2J3	0	0	0	0	0	0	0	1	0	0
OR2K2	OR2K2	0	1	0	0	0	0	0	0	0	0
OR2L13	OR2L13	1	0	0	0	0	0	0	0	0	0
OR2L1P	OR2L1P	0	0	0	0	0	0	0	0	0	0
OR2L2	OR2L2	0	1	0	0	0	0	0	0	1	0
OR2L3	OR2L3	1	0	0	0	0	0	0	0	0	0
OR2L5	OR2L5	0	0	0	0	0	0	0	0	0	0
OR2L8	OR2L8	0	0	0	0	0	0	0	0	0	0
OR2M1P	OR2M1P	1	0	0	0	0	0	1	0	0	0
OR2M2	OR2M2	0	0	0	0	0	0	0	0	0	0
OR2M3	OR2M3	0	0	0	0	0	0	0	0	0	0
OR2M4	OR2M4	0	0	0	0	0	0	0	0	0	0
OR2M5	OR2M5	0	1	0	0	0	0	0	0	0	0
OR2M7	OR2M7	0	0	0	0	0	0	0	0	0	0
OR2S2	OR2S2	0	0	0	0	0	0	1	0	0	0
OR2T1	OR2T1	0	0	0	0	0	0	0	0	0	0
OR2T10	OR2T10	0	0	0	0	0	0	0	0	0	1
OR2T11	OR2T11	0	0	0	0	0	0	0	0	0	0
OR2T12	OR2T12	0	1	0	0	0	0	0	0	0	0
OR2T2	OR2T2	0	0	0	1	0	0	0	0	0	0
OR2T27	OR2T27	0	0	0	0	0	0	0	0	0	0
OR2T29	OR2T29	0	0.5	0	0	0	0	0	0	0	0.5
OR2T3	OR2T3	0	0	0.5	0	0	0	0	0	0	0
OR2T33	OR2T33	2	0	0	0	0	0	0	0	0	2
OR2T34	OR2T34	0	0	0.5	0	0	0	0	0	0	0
OR2T35	OR2T35	0	0	0	0	0	0	0	0	0	0
OR2T4	OR2T4	0	0	0	0	0	0	1	0	0	0
OR2T5	OR2T5	0	0.5	0	0	0	0	0	0	0	0.5
OR2T6	OR2T6	0	0	0	0	0	0	0	0	0	0
OR2T8	OR2T8	0	0	0	0	0	0	0	0	0	0
OR2V1	OR2V1	0	0	0	0	0	0	0	0	0	0
OR2V2	OR2V2	0	1	0	0	0	0	0	0	0	0
OR2W1	OR2W1	0	0	0	0	0	0	0	0	0	0
OR2W3	OR2W3	0	0	0	0	0	0	0	0	0	0
OR2W5	OR2W5	1	0	0	0	0	0	0	0	0	0
OR2Y1	OR2Y1	0	0	0	0	0	0	0	0	0	0
OR2Z1	OR2Z1	0	0	0	0	0	0	0	0	0	0
OR3A1	OR3A1	1	0	0	0	0	0	0	0	0	0
OR3A2	OR3A2	0	1	0	0	0	0	0	0	0	0
OR3A3	OR3A3	0	1	0	0	0	0	0	0	0	0
OR3A4P	OR3A4P	0	0	0	0	0	0	0	0	0	0
OR4A15	OR4A15	0	2	0	0	0	0	0	0	0	0
OR4A16	OR4A16	0	0	0	0	0	0	0	0	0	0
OR4A47	OR4A47	0	0	0	0	0	0	0	0	0	0
OR4A5	OR4A5	0	0	0	0	0	0	0	0	0	0
OR4B1	OR4B1	0	1	0	0	0	0	0	0	0	0
OR4C11	OR4C11	0	0	0	0	0	0	0	0	0	0
OR4C12	OR4C12	0	1	0	0	0	0	0	0	0	0
OR4C13	OR4C13	0	0	0	0	0	0	0	0	0	0
OR4C15	OR4C15	0	0	0	0	0	0	0	0	0	0
OR4C16	OR4C16	0	0	0	0	0	0	0	0	0	0
OR4C3	OR4C3	0	0	0	0	0	0	0	0	0	0
OR4C45	OR4C45	0	0	0	0	0	0	0	0	0	0
OR4C46	OR4C46	0	0	0	0	0	0	0	0	0	0
OR4C6	OR4C6	0	0	0	0	0	0	0	0	0	0
OR4D1	OR4D1	0	0	0	0	0	0	0	0	0	0
OR4D10	OR4D10	0	0	0	0	0	0	0	0	0	0
OR4D11	OR4D11	0	0	0	0	0	0	0	0	0	0
OR4D2	OR4D2	0	0	0	0	0	0	0	0	0	0
OR4D5	OR4D5	0	0	0	0	0	0	0	0	0	0
OR4D6	OR4D6	0	0	0	0	0	0	0	0	0	0
OR4D9	OR4D9	0	0	0	0	0	0	0	0	0	0
OR4F13P	OR4F13P	0	1	0	3	1	0	0	0	0	0
OR4F15	OR4F15	1	0	0	0	0	0	0	0	0	0
OR4F16	OR4F16	0.333	0	0	0	0	0.25	0	0	0	0
OR4F17	OR4F17	1	0	0	0	0	0	0	0	0	0
OR4F21	OR4F21	0	0	0	0	0	0.25	0	0	0	0
OR4F29	OR4F29	0.333	0	0	0	0	0.25	0	0	0	0
OR4F3	OR4F3	0.333	0	0	0	0	0.25	0	0	0	0
OR4F4	OR4F4	0	0	0	1	0	0	0	0	0	0
OR4F5	OR4F5	0	0	0	0	0	0	0	0	0	0
OR4F6	OR4F6	0	0	0	0	0	0	0	0	0	0
OR4K1	OR4K1	0	0	0	0	0	0	0	0	0	0
OR4K13	OR4K13	0	0	0	0	0	0	0	1	0	0
OR4K14	OR4K14	0	0	0	0	0	0	0	0	0	0
OR4K15	OR4K15	0	0	0	0	0	0	0	0	0	0
OR4K17	OR4K17	0	0	0	0	0	0	0	0	0	0
OR4K2	OR4K2	0	0	0	0	0	0	0	0	0	1
OR4K5	OR4K5	0	0	0	1	0	0	0	0	0	1
OR4L1	OR4L1	0	0	0	0	0	0	0	0	0	0
OR4M1	OR4M1	0	0	0	0	0	0	0	0	0	0
OR4M2	OR4M2	0	0	0	0	0	0	0	0	0	0
OR4N2	OR4N2	2	0	0	0	0	0	0	0	0	4
OR4N3P	OR4N3P	0	0	0	0	0	0	0	0	0	0
OR4N4	OR4N4	0	0	0	0	0	0	0	0	0	0
OR4N5	OR4N5	0	0	0	0	0	0	0	0	0	0
OR4P4	OR4P4	0	0	0	0	0	0	0	0	0	0
OR4Q3	OR4Q3	0	0	0	0	0	0	0	0	0	0
OR4S1	OR4S1	0	0	0	0	0	0	0	0	0	0
OR4S2	OR4S2	0	0	0	0	0	0	0	0	0	0
OR4X1	OR4X1	0	0	0	0	0	0	1	0	0	0
OR4X2	OR4X2	0	0	0	0	0	0	0	1	0	0
OR51A2	OR51A2	0	0	0	0	0	0	0	0	0	0
